bucket_start_local,stage,minute_count,minute_timeout_count,minute_avg_ms,overall_count,overall_timeout_count,overall_avg_ms,minute_max1_ms,minute_max1_session,minute_max1_sent_at,minute_max1_recv_at,minute_max2_ms,minute_max2_session,minute_max2_sent_at,minute_max2_recv_at,minute_max3_ms,minute_max3_session,minute_max3_sent_at,minute_max3_recv_at,overall_max1_ms,overall_max1_session,overall_max1_sent_at,overall_max1_recv_at,overall_max2_ms,overall_max2_session,overall_max2_sent_at,overall_max2_recv_at,overall_max3_ms,overall_max3_session,overall_max3_sent_at,overall_max3_recv_at
2026-04-08 12:16:00.000,chatting-response,245273,0,20.888,2802473,0,20.985,78.850,3,2026-04-08 12:16:53.772,2026-04-08 12:16:53.851,78.802,18,2026-04-08 12:16:40.762,2026-04-08 12:16:40.841,78.785,19,2026-04-08 12:16:40.762,2026-04-08 12:16:40.841,220.899,0,2026-04-08 12:06:32.599,2026-04-08 12:06:32.820,220.833,1,2026-04-08 12:06:32.600,2026-04-08 12:06:32.820,220.733,2,2026-04-08 12:06:32.600,2026-04-08 12:06:32.820
2026-04-08 12:17:00.000,login-response,0,0,0.000,250,0,19.774,,,,,,,,,,,,,44.652,97,2026-04-08 12:05:26.799,2026-04-08 12:05:26.843,35.518,98,2026-04-08 12:05:26.860,2026-04-08 12:05:26.896,32.242,241,2026-04-08 12:05:36.029,2026-04-08 12:05:36.061
2026-04-08 12:17:00.000,room-list,0,0,0.000,250,0,16.312,,,,,,,,,,,,,61.806,96,2026-04-08 12:05:26.736,2026-04-08 12:05:26.798,31.817,237,2026-04-08 12:05:35.792,2026-04-08 12:05:35.824,31.774,236,2026-04-08 12:05:35.729,2026-04-08 12:05:35.761
2026-04-08 12:17:00.000,room-change,0,0,0.000,250,0,17.490,,,,,,,,,,,,,92.759,95,2026-04-08 12:05:26.625,2026-04-08 12:05:26.718,45.579,96,2026-04-08 12:05:26.798,2026-04-08 12:05:26.843,36.259,97,2026-04-08 12:05:26.859,2026-04-08 12:05:26.896
2026-04-08 12:17:00.000,chatting-response,247195,0,20.872,3049668,0,20.976,84.927,176,2026-04-08 12:17:50.699,2026-04-08 12:17:50.784,84.834,180,2026-04-08 12:17:50.699,2026-04-08 12:17:50.784,84.714,184,2026-04-08 12:17:50.699,2026-04-08 12:17:50.784,220.899,0,2026-04-08 12:06:32.599,2026-04-08 12:06:32.820,220.833,1,2026-04-08 12:06:32.600,2026-04-08 12:06:32.820,220.733,2,2026-04-08 12:06:32.600,2026-04-08 12:06:32.820
2026-04-08 12:18:00.000,login-response,0,0,0.000,250,0,19.774,,,,,,,,,,,,,44.652,97,2026-04-08 12:05:26.799,2026-04-08 12:05:26.843,35.518,98,2026-04-08 12:05:26.860,2026-04-08 12:05:26.896,32.242,241,2026-04-08 12:05:36.029,2026-04-08 12:05:36.061
2026-04-08 12:18:00.000,room-list,0,0,0.000,250,0,16.312,,,,,,,,,,,,,61.806,96,2026-04-08 12:05:26.736,2026-04-08 12:05:26.798,31.817,237,2026-04-08 12:05:35.792,2026-04-08 12:05:35.824,31.774,236,2026-04-08 12:05:35.729,2026-04-08 12:05:35.761
2026-04-08 12:18:00.000,room-change,0,0,0.000,250,0,17.490,,,,,,,,,,,,,92.759,95,2026-04-08 12:05:26.625,2026-04-08 12:05:26.718,45.579,96,2026-04-08 12:05:26.798,2026-04-08 12:05:26.843,36.259,97,2026-04-08 12:05:26.859,2026-04-08 12:05:26.896
2026-04-08 12:18:00.000,chatting-response,249510,0,20.989,3299178,0,20.977,79.189,0,2026-04-08 12:18:46.688,2026-04-08 12:18:46.767,79.091,0,2026-04-08 12:18:47.795,2026-04-08 12:18:47.874,78.767,24,2026-04-08 12:18:46.688,2026-04-08 12:18:46.767,220.899,0,2026-04-08 12:06:32.599,2026-04-08 12:06:32.820,220.833,1,2026-04-08 12:06:32.600,2026-04-08 12:06:32.820,220.733,2,2026-04-08 12:06:32.600,2026-04-08 12:06:32.820
2026-04-08 12:19:00.000,login-response,0,0,0.000,250,0,19.774,,,,,,,,,,,,,44.652,97,2026-04-08 12:05:26.799,2026-04-08 12:05:26.843,35.518,98,2026-04-08 12:05:26.860,2026-04-08 12:05:26.896,32.242,241,2026-04-08 12:05:36.029,2026-04-08 12:05:36.061
